,Name,Street name,Street number,Neighborhood name,District name,Zip code,Latitud,Longitud
224,"C Carmen Amaya, 2",C Carmen Amaya,2,el Poblenou,Sant Martí,8005,41.3942372345785,2.2026426021003
225,"Pg Gràcia, 129",Pg Gràcia,129,la Vila de Gràcia,Gràcia,8008,41.3976701101048,2.15770724730684
226,"C Torrent de l'Olla, 9",C Torrent de l'Olla,9,la Vila de Gràcia,Gràcia,8012,41.398828976353,2.16086062658804
227,"C Torrent de l'Olla, 33",C Torrent de l'Olla,33,la Vila de Gràcia,Gràcia,8012,41.3998220927346,2.15997878525101
228,"C Torrent de l'Olla, 56",C Torrent de l'Olla,56,la Vila de Gràcia,Gràcia,8012,41.4001089315794,2.15968003025172
229,"Pl Vila de Gràcia, 19",Pl Vila de Gràcia,19,la Vila de Gràcia,Gràcia,8012,41.4000146497131,2.157553889082
230,"C Lleida, 2",C Lleida,2,el Poble-sec,Sants-Montjuïc,8004,41.374531789348,2.15418000247959
231,"C Viladomat, 269",C Viladomat,269,la Nova Esquerra de l'Eixample,Eixample,8029,41.3873105518616,2.14729795449646
232,"Pg Maragall, 103",Pg Maragall,103,el Guinardó,Horta-Guinardó,8041,41.4188257712233,2.18046030548047
233,"C Fluvià, 69",C Fluvià,69,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,8019,41.4064367616472,2.20745643259632
234,"Pg Sant Joan, 168",Pg Sant Joan,168,el Camp d'en Grassot i Gràcia Nova,Gràcia,8037,41.4027895647081,2.16525250868963
235,"Pl Gal·la Placídia, 34",Pl Gal·la Placídia,34,la Vila de Gràcia,Gràcia,8006,41.3995812689833,2.15259998821175
236,"C Rambla, 1",C Rambla,1,el Raval,Ciutat Vella,8001,41.3766685880755,2.17673007608513
237,"C Santa Mònica, 2",C Santa Mònica,2,el Raval,Ciutat Vella,8001,41.3775888439823,2.1756961161113
238,"C Ricart, 22",C Ricart,22,el Poble-sec,Sants-Montjuïc,8004,41.3737271675,2.15793980438138
239,"C Sant Antoni Maria Claret, 185",C Sant Antoni Maria Claret,185,el Guinardó,Horta-Guinardó,8041,41.4144478028934,2.1785439115561
240,"C Sardenya, 361",C Sardenya,361,el Camp d'en Grassot i Gràcia Nova,Gràcia,8025,41.4057848106698,2.17028808665493
241,"C Sant Pere Més Baix, 75",C Sant Pere Més Baix,75,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3890590303055,2.17936154536758
242,"C Còrsega, 466",C Còrsega,466,el Camp d'en Grassot i Gràcia Nova,Gràcia,8025,41.4031287020502,2.16822246045839
243,"Pl Lesseps, 31",Pl Lesseps,31,el Putxet i el Farró,Sarrià-Sant Gervasi,8023,41.4061811343907,2.14971319827062
244,"Av Catedral, 6",Av Catedral,6,el Barri Gòtic,Ciutat Vella,8002,41.38512681588,2.17678976491223
245,"C Motors, 115",C Motors,115,la Marina del Prat Vermell,Sants-Montjuïc,8038,41.3500452407856,2.14214582843931
247,"C Aragó, 495",C Aragó,495,la Sagrada Família,Eixample,8013,41.4046820637761,2.18137121253048
248,"C Pintor Alsamora, 3",C Pintor Alsamora,3,Porta,Nou Barris,8016,41.434151969468,2.18081873085806
249,"Av Montanyans, 30",Av Montanyans,30,el Poble-sec,Sants-Montjuïc,8038,41.3674469550162,2.15260025251157
250,"C Copèrnic, 79",C Copèrnic,79,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8006,41.4020104493381,2.14341432097653
251,"C Ramon Turró, 270",C Ramon Turró,270,el Poblenou,Sant Martí,8005,41.403089193508,2.20728230996645
252,"C Zamora, 54",C Zamora,54,el Parc i la Llacuna del Poblenou,Sant Martí,8005,41.3943679949587,2.19216632885201
253,"C Ortigosa, 5",C Ortigosa,5,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3882554972822,2.17488547654367
254,"C Almogàvers, 27",C Almogàvers,27,el Fort Pienc,Eixample,8018,41.3940676110803,2.18370682328554
255,"C Bruc, 41",C Bruc,41,la Dreta de l'Eixample,Eixample,8010,41.391914636002,2.17260269159128
256,"C Concepción Arenal, 15",C Concepción Arenal,15,Navas,Sant Andreu,8027,41.4187487079827,2.18372076451982
257,"C Indústria, 320",C Indústria,320,el Camp de l'Arpa del Clot,Sant Martí,8026,41.4160738044541,2.18300129324715
258,"C Còrsega, 301",C Còrsega,301,la Dreta de l'Eixample,Eixample,8008,41.394894616251,2.15705086434855
259,"C Deu i Mata, 150",C Deu i Mata,150,les Corts,Les Corts,8029,41.3903881087343,2.13933202624175
260,"C Roger de Flor, 85",C Roger de Flor,85,el Fort Pienc,Eixample,8013,41.3942209492055,2.17860183951051
261,"Pl Osca, 12",Pl Osca,12,Sants,Sants-Montjuïc,8014,41.3761713846093,2.13846562397909
262,"Trav Gràcia, 345",Trav Gràcia,345,el Camp d'en Grassot i Gràcia Nova,Gràcia,8025,41.4075544250263,2.16757149248529
263,"Trav Gràcia, 310",Trav Gràcia,310,el Baix Guinardó,Horta-Guinardó,8025,41.4077493903525,2.16783177238885
264,"Trav Gràcia, 330",Trav Gràcia,330,el Baix Guinardó,Horta-Guinardó,8025,41.4083169149178,2.16924709193506
265,"Trav Gràcia, 346",Trav Gràcia,346,el Baix Guinardó,Horta-Guinardó,8025,41.4091432761881,2.17011275364153
266,"C Marina, 273",C Marina,273,la Sagrada Família,Eixample,8025,41.4054231852784,2.17308985407107
267,"C Marina, 271",C Marina,271,la Sagrada Família,Eixample,8025,41.405169071864,2.173409946027
268,"C Còrsega, 532",C Còrsega,532,la Sagrada Família,Eixample,8025,41.4060508054676,2.17223348042258
269,"C Badia, 29",C Badia,29,la Vila de Gràcia,Gràcia,8012,41.404333226237,2.15318202961804
270,"C Casanova, 165",C Casanova,165,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.3916512786435,2.15029931176455
271,"C Llacuna, 5",C Llacuna,5,el Poblenou,Sant Martí,8005,41.3978588844785,2.20310951194988
272,"C Diputació, 279",C Diputació,279,la Dreta de l'Eixample,Eixample,8007,41.3913743861814,2.16820858154148
273,"C Roger de Llúria, 15",C Roger de Llúria,15,la Dreta de l'Eixample,Eixample,8010,41.390714305499,2.17189498770634
274,"C Pau Claris, 84",C Pau Claris,84,la Dreta de l'Eixample,Eixample,8010,41.3898806283496,2.17123506502838
275,"C Ausiàs Marc, 13",C Ausiàs Marc,13,la Dreta de l'Eixample,Eixample,8010,41.3903840548584,2.17421946296778
276,"Pl Catalunya, 23",Pl Catalunya,23,el Barri Gòtic,Ciutat Vella,8002,41.3854545569851,2.1702321499547
277,"Av Josep Tarradellas, 139",Av Josep Tarradellas,139,les Corts,Les Corts,8029,41.3903670084638,2.1433445818036
278,"C Marquès de Sentmenat, 86",C Marquès de Sentmenat,86,les Corts,Les Corts,8029,41.38524999146,2.14114735042606
279,"C Joan Güell, 114",C Joan Güell,114,les Corts,Les Corts,8028,41.3818701459052,2.13201363704289
280,"C Tarragona, 185",C Tarragona,185,Sants,Sants-Montjuïc,8014,41.3803584956143,2.14328385781999
281,"C Joan Güell, 1",C Joan Güell,1,Sants,Sants-Montjuïc,8028,41.3756224233966,2.13502774508978
282,"Pl Vidriera, 1",Pl Vidriera,1,la Bordeta,Sants-Montjuïc,8014,41.3727005539823,2.14128705971066
283,"C Vilardell, 15",C Vilardell,15,Hostafrancs,Sants-Montjuïc,8014,41.3746773385233,2.14287987272741
284,"C Santa Peronella, 13",C Santa Peronella,13,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8006,41.39755586445,2.14871483854743
285,"C Gràcia, 3",C Gràcia,3,la Vila de Gràcia,Gràcia,8012,41.3983514133461,2.15810001693958
286,"C Santa Tecla, 11",C Santa Tecla,11,la Vila de Gràcia,Gràcia,8012,41.3977308353672,2.16079964117887
287,"C Còrsega, 319",C Còrsega,319,la Dreta de l'Eixample,Eixample,8008,41.3958926284543,2.15837610709874
288,"C Muntaner, 262",C Muntaner,262,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.3954715925608,2.14782604208633
289,"Pg Gràcia, 90",Pg Gràcia,90,la Dreta de l'Eixample,Eixample,8008,41.3950433063999,2.1620035872301
290,"C Casanova, 145",C Casanova,145,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.3899090422145,2.15300585114065
291,"C Buenos Aires, 24",C Buenos Aires,24,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.391685245812,2.1462425288611
292,"C París, 116",C París,116,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.38998379217,2.1485412938976
293,"C Bailèn, 131",C Bailèn,131,la Dreta de l'Eixample,Eixample,8037,41.3985936448697,2.16865716666692
294,"C Aragó, 293",C Aragó,293,la Dreta de l'Eixample,Eixample,8009,41.393987565758,2.16709208193267
295,"C Consell de Cent, 369",C Consell de Cent,369,la Dreta de l'Eixample,Eixample,8009,41.393133485046,2.16830395238202
296,"C Bruc, 87",C Bruc,87,la Dreta de l'Eixample,Eixample,8009,41.3953262312751,2.16828401397666
297,"C Mallorca, 283",C Mallorca,283,la Dreta de l'Eixample,Eixample,8037,41.3956643844063,2.16485154466939
298,"C Torrent de l'Olla, 219",C Torrent de l'Olla,219,la Vila de Gràcia,Gràcia,8012,41.407100585825,2.15151340081242
299,"Rbla Prim, 87",Rbla Prim,87,el Besòs i el Maresme,Sant Martí,8019,41.4165254309901,2.21196039991363
300,"Av Diagonal, 684",Av Diagonal,684,Pedralbes,Les Corts,8034,41.3871623701613,2.12135999628596
301,"C Mallorca, 127",C Mallorca,127,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.3871371004076,2.15354813509
302,"C Vallespir, 144",C Vallespir,144,les Corts,Les Corts,8014,41.382857216857,2.13484723536911
303,"C Blai, 70",C Blai,70,el Poble-sec,Sants-Montjuïc,8004,41.3745967268143,2.16225385860168
304,"C Mare de Déu del Remei, 19",C Mare de Déu del Remei,19,el Poble-sec,Sants-Montjuïc,8004,41.3730425132916,2.15809139832634
305,"C Aragó, 367",C Aragó,367,la Dreta de l'Eixample,Eixample,8009,41.3982305677469,2.17275647712211
306,"C Sant Antoni Maria Claret, 163",C Sant Antoni Maria Claret,163,el Baix Guinardó,Horta-Guinardó,8025,41.4111823859436,2.17408311018664
307,"Rda Dalt (Llobregat), 109",Rda Dalt (Llobregat),109,la Vall d'Hebron,Horta-Guinardó,8035,41.4275141435822,2.14394959709812
308,"C Mineria, 53",C Mineria,53,la Marina de Port,Sants-Montjuïc,8038,41.3669075646198,2.13983289296148
309,"C Creu Coberta, 90",C Creu Coberta,90,Hostafrancs,Sants-Montjuïc,8014,41.3753160204228,2.14295254039692
310,"Pg Bonanova, 5",Pg Bonanova,5,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8022,41.4062055864166,2.13279496956977
311,"Via Augusta, 75",Via Augusta,75,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8006,41.4005897244884,2.15075114302744
312,"Av Rio de Janeiro, 11",Av Rio de Janeiro,11,Porta,Nou Barris,8016,41.431299477364,2.1815581252836
313,"Av Meridiana, 246",Av Meridiana,246,Navas,Sant Andreu,8027,41.4172357236704,2.18710513038763
314,"C Àlaba, 60",C Àlaba,60,el Parc i la Llacuna del Poblenou,Sant Martí,8005,41.3961300924773,2.19447423435002
315,"C Bac de Roda, 142",C Bac de Roda,142,Provençals del Poblenou,Sant Martí,8020,41.4099518294993,2.20097016916785
316,"Pl Carles Pi i Sunyer, 8",Pl Carles Pi i Sunyer,8,el Barri Gòtic,Ciutat Vella,8002,41.3852522242909,2.17388381006295
317,"Pl Catalunya, 18",Pl Catalunya,18,el Barri Gòtic,Ciutat Vella,8002,41.386620904544,2.17113988825107
319,"C Sant Pere Més Baix, 34",C Sant Pere Més Baix,34,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3872640209671,2.1775208676609
320,"Av Francesc Cambó, 23",Av Francesc Cambó,23,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3865447551944,2.17811391646049
321,"Pl Santa Caterina, 2",Pl Santa Caterina,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3854846313934,2.17864824784843
322,"Pl Dubte, 2",Pl Dubte,2,el Raval,Ciutat Vella,8001,41.380354271258,2.16394193161431
323,"Rda Sant Antoni, 23",Rda Sant Antoni,23,Sant Antoni,Eixample,8011,41.3810918284428,2.16330769698769
325,"C Àngels, 2",C Àngels,2,el Raval,Ciutat Vella,8001,41.3816527025585,2.16890558623843
326,"C Gran Vista, 17",C Gran Vista,17,el Carmel,Horta-Guinardó,8032,41.4203138261531,2.16388058114743
327,"C Encarnació, 188",C Encarnació,188,el Baix Guinardó,Horta-Guinardó,8025,41.410376989026,2.16661092913854
328,"C Casp, 38",C Casp,38,la Dreta de l'Eixample,Eixample,8010,41.3903148876546,2.17205368317489
329,"Pl Catalunya, 8",Pl Catalunya,8,la Dreta de l'Eixample,Eixample,8007,41.387255583505,2.16850667658712
330,"Av Diagonal, 525",Av Diagonal,525,les Corts,Les Corts,8029,41.3909587547761,2.13891303887858
331,"C Vallespir, 181",C Vallespir,181,les Corts,Les Corts,8014,41.3846253714486,2.13368699695837
332,"Pl Santes Creus, 1",Pl Santes Creus,1,Horta,Horta-Guinardó,8031,41.430104040741,2.16239404626047
333,"C Bon Pastor, 1",C Bon Pastor,1,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.3943462723845,2.14978045942094
334,"C Còrsega, 296",C Còrsega,296,la Dreta de l'Eixample,Eixample,8008,41.395390870114,2.1579709717378
335,"Rbla Catalunya, 107",Rbla Catalunya,107,la Dreta de l'Eixample,Eixample,8008,41.3937460373126,2.15957884354187
336,"C Badosa, 20",C Badosa,20,la Prosperitat,Nou Barris,8016,41.4408041822583,2.18054648411022
337,"C Llull, 404",C Llull,404,el Besòs i el Maresme,Sant Martí,8019,41.4121327578383,2.21747365956049
338,"C Sicília, 380",C Sicília,380,el Camp d'en Grassot i Gràcia Nova,Gràcia,8025,41.4054450383626,2.16829892926942
339,"C Sant Antoni Maria Claret, 80",C Sant Antoni Maria Claret,80,el Camp d'en Grassot i Gràcia Nova,Gràcia,8025,41.4061602052887,2.16776177187057
340,"C Puigmartí, 52",C Puigmartí,52,la Vila de Gràcia,Gràcia,8012,41.4026361346818,2.1609990747402
341,"C Pedraforca, 1",C Pedraforca,1,Ciutat Meridiana,Nou Barris,8033,41.4608649553519,2.1745480803014
342,"Pl Gal·la Placídia, 32",Pl Gal·la Placídia,32,la Vila de Gràcia,Gràcia,8006,41.3998677286077,2.15241253174952
343,"C Energia, 24",C Energia,24,la Marina de Port,Sants-Montjuïc,8038,41.3590786330807,2.13575180760943
344,"C Muntaner, 456",C Muntaner,456,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8006,41.4018337019979,2.13933298176671
345,"C Diputació, 301",C Diputació,301,la Dreta de l'Eixample,Eixample,8009,41.3923664594694,2.16954486133579
346,"C Londres, 78",C Londres,78,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.3925481360171,2.14965536693819
347,"C Muntaner, 210",C Muntaner,210,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.3933879605019,2.15078480780656
348,"Pl Àngel, 9999",Pl Àngel,1,el Barri Gòtic,Ciutat Vella,8002,41.3839816560762,2.17849744092206
349,"C Riera Alta, 73",C Riera Alta,73,el Raval,Ciutat Vella,8001,41.380327933664,2.16356517397282
350,"C Peu de la Creu, 6",C Peu de la Creu,6,el Raval,Ciutat Vella,8001,41.3817437704916,2.16761874534299
351,"C Ferlandina, 10",C Ferlandina,10,el Raval,Ciutat Vella,8001,41.3826846837622,2.16634181993551
352,"C Santuari, 27",C Santuari,27,el Carmel,Horta-Guinardó,8032,41.4202787314337,2.15133907109957
353,"C Sancho Marraco, 9",C Sancho Marraco,9,el Poble-sec,Sants-Montjuïc,8004,41.3718332055024,2.15906266361837
354,"C Gran de Gràcia, 87",C Gran de Gràcia,87,la Vila de Gràcia,Gràcia,8012,41.4006122588318,2.15446871923945
355,"C Alt de Mariner, 12",C Alt de Mariner,12,Horta,Horta-Guinardó,8032,41.4310780120491,2.1594902523669
356,"G.V. Corts Catalanes, 742",G.V. Corts Catalanes,742,el Fort Pienc,Eixample,8013,41.397335804544,2.17927112080614
357,"C Santa Coloma, 114",C Santa Coloma,114,Sant Andreu,Sant Andreu,8030,41.428067853274,2.19246616645241
358,"C Açores, 2",C Açores,2,la Sagrera,Sant Andreu,8027,41.425260922431,2.18897430628382
359,"C Berenguer de Palou, 151",C Berenguer de Palou,151,la Sagrera,Sant Andreu,8027,41.4273940210405,2.19174274744248
360,"C Vallès, 71",C Vallès,71,Sant Andreu,Sant Andreu,8030,41.4309988935164,2.18589208893837
361,"C Joan Güell, 199",C Joan Güell,199,les Corts,Les Corts,8028,41.3857414168744,2.12998738326973
362,"C Joan Güell, 139",C Joan Güell,139,les Corts,Les Corts,8028,41.3823105571948,2.13174415769338
363,"Av Doctor Marañón, 42",Av Doctor Marañón,42,la Maternitat i Sant Ramon,Les Corts,8028,41.3839350368224,2.11254617676326
364,"C Nàpols, 96",C Nàpols,96,el Fort Pienc,Eixample,8013,41.3944463311288,2.18076833065841
365,"C Diputació, 385",C Diputació,385,la Dreta de l'Eixample,Eixample,8013,41.3971895588168,2.17594781137358
366,"C Avinyó, 30",C Avinyó,30,el Barri Gòtic,Ciutat Vella,8002,41.3809429775659,2.17732829261095
367,"C Independència, 331",C Independència,331,el Camp de l'Arpa del Clot,Sant Martí,8026,41.409903150263,2.18046460886833
368,"Pl Mercat, 24",Pl Mercat,24,el Clot,Sant Martí,8018,41.4077969857326,2.18891441281178
369,"Pg Joan Borbó Comte Barcelona, 69",Pg Joan Borbó Comte Barcelona,69,la Barceloneta,Ciutat Vella,8003,41.3758635373325,2.18901837472036
370,"C Cristóbal de Moura, 219",C Cristóbal de Moura,219,el Besòs i el Maresme,Sant Martí,8019,41.4157668398,2.21253692028339
372,"C Bac de Roda, 54",C Bac de Roda,54,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,8019,41.4055223663644,2.20729174929028
373,"C Pujades, 323",C Pujades,323,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,8019,41.4072425908197,2.20793775257814
374,"Pl Sant Bernat Calbó, 2",Pl Sant Bernat Calbó,2,el Poblenou,Sant Martí,8005,41.3997102948984,2.2046872033541
375,"C Salvador Espriu, 23",C Salvador Espriu,23,la Vila Olímpica del Poblenou,Sant Martí,8005,41.3887718249364,2.196583676255
376,"C Adolf Florensa, 2",C Adolf Florensa,2,la Maternitat i Sant Ramon,Les Corts,8028,41.3824389652031,2.1153834683398
378,"Pl John F. Kennedy, 1",Pl John F. Kennedy,1,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8022,41.4099732188319,2.13707382814466
379,"Via Augusta, 282",Via Augusta,282,les Tres Torres,Sarrià-Sant Gervasi,8017,41.3978577571684,2.13051696918393
380,"Ptge Senillosa, 1",Ptge Senillosa,1,Sarrià,Sarrià-Sant Gervasi,8034,41.395757474018,2.12502383505827
381,"C Sant Gervasi de Cassoles, 1",C Sant Gervasi de Cassoles,1,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8022,41.4041514053334,2.13956941002489
382,"C Àngel Guimerà, 47",C Àngel Guimerà,47,les Tres Torres,Sarrià-Sant Gervasi,8017,41.3976916121511,2.13137867422763
383,"Av Diagonal, 649",Av Diagonal,649,la Maternitat i Sant Ramon,Les Corts,8028,41.3845727978372,2.11374290489732
384,"Pl Charles Darwin, 1",Pl Charles Darwin,1,la Barceloneta,Ciutat Vella,8003,41.3845075366925,2.19518018548373
385,"C Poesia,",C Poesia,1,Montbau,Horta-Guinardó,8035,41.4319408981302,2.14501092022512
386,"Av Vallcarca, 224",Av Vallcarca,224,Vallcarca i els Penitents,Gràcia,8023,41.4175265892608,2.1412322141119
387,"C Adolf Florensa, 1",C Adolf Florensa,1,la Maternitat i Sant Ramon,Les Corts,8028,41.3824058626203,2.11506949025766
388,"C Valldonzella, 9",C Valldonzella,9,el Raval,Ciutat Vella,8001,41.3845523310707,2.16626133411303
389,"Pl Lesseps, 2",Pl Lesseps,2,la Vila de Gràcia,Gràcia,8012,41.4059477166104,2.15035935633371
390,"C Tissó, 20",C Tissó,20,la Prosperitat,Nou Barris,8016,41.4429266984415,2.18368059728673
391,"C Còrsega, 306",C Còrsega,306,la Dreta de l'Eixample,Eixample,8008,41.3959867140101,2.15869923069689
392,"Pg Gràcia, 106",Pg Gràcia,106,la Dreta de l'Eixample,Eixample,8008,41.3959030845798,2.16042743873855
393,"Pg Gràcia, 82",Pg Gràcia,82,la Dreta de l'Eixample,Eixample,8008,41.3941339366292,2.1626222135684
394,"C Numància, 136",C Numància,136,les Corts,Les Corts,8029,41.3878660479254,2.13432464874104
395,"C Numància, 163",C Numància,163,les Corts,Les Corts,8029,41.3886774510697,2.13351539255052
396,"G.V. Corts Catalanes, 1095",G.V. Corts Catalanes,1095,Sant Martí de Provençals,Sant Martí,8020,41.4168333539763,2.20400606413726
397,"Ptge Sant Bernat, 7",Ptge Sant Bernat,7,el Raval,Ciutat Vella,8001,41.3841871199633,2.16505694458382
398,"C Aragó, 387",C Aragó,387,la Dreta de l'Eixample,Eixample,8013,41.3990275710438,2.1738158938961
399,"C Rosselló, 416",C Rosselló,416,la Sagrada Família,Eixample,8025,41.4063615931483,2.17454105637459
401,"C Provença, 322",C Provença,322,la Dreta de l'Eixample,Eixample,8037,41.3968821342786,2.16441518667441
402,"C Marina, 124",C Marina,124,el Fort Pienc,Eixample,8013,41.3965415428707,2.18507285074751
403,"C Maspons, 16",C Maspons,16,la Vila de Gràcia,Gràcia,8012,41.4012364865071,2.15664054020569
404,"Pl Revolució de Setembre 1868, 12",Pl Revolució de Setembre 1868,12,la Vila de Gràcia,Gràcia,8012,41.4027385249675,2.15798978353641
405,"C Sant Gabriel, 14",C Sant Gabriel,14,la Vila de Gràcia,Gràcia,8012,41.3990785651983,2.15411159933997
406,"C Comte d'Urgell, 228",C Comte d'Urgell,228,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.389247396262,2.14895836953977
407,"C Provença, 127",C Provença,127,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.3876975289313,2.15199401874178
408,"C Escorial, 131",C Escorial,131,la Vila de Gràcia,Gràcia,8024,41.4091887366584,2.15940529364526
409,"C Tapioles, 17",C Tapioles,17,el Poble-sec,Sants-Montjuïc,8004,41.3740914332999,2.16467691791961
410,"C Roger de Flor, 26",C Roger de Flor,26,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.3910030209678,2.18304235344996
